,Car_name,mileage,dealer_name,Service_ratings,Service_reviews,consumer_ratings,consumer_reviews,price,Ext_color,Int_color,drive_train,fuel_type,transmission,engine
617,2022 Mercedes-Benz GLC 300 Base 4MATIC,6499,Mercedes-Benz of Fort Mitchell,4.8,585,3.9,1,46230, Polar White , Silk Beige / Black , All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo
618,2019 Mercedes-Benz AMG E 63 S 4MATIC,15113,Ray Catena Mercedes Benz Freehold,4.7,738,5.0,2,106999, Gray Metallic , Brown , All-wheel Drive ,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
619,2020 Mercedes-Benz GLA 250 Base 4MATIC,12969,Mercedes-Benz of Walnut Creek,4.6,880,4.9,13,35988, White , Black , All-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
620,2019 Mercedes-Benz C-Class C 300,19801,Mercedes-Benz of San Francisco / Smart Center San Francisco,4.0,59,4.8,40,33769, Black , Black , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
621,2019 Mercedes-Benz GLS 450 Base 4MATIC,31850,Autohaus on Edens,4.7,1925,5.0,10,59835, Selenite Gray Metallic , Crystal Gray , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
622,2018 Mercedes-Benz C-Class C 300,38184,Mercedes-Benz Of Tampa,4.7,3485,4.8,66,29740, Black , Black , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
623,2022 Mercedes-Benz GLC 300 Base 4MATIC,7502,Mercedes-Benz of Fort Mitchell,4.8,585,3.9,1,47814, Lunar Blue Metallic , Silk Beige / Black , All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo
624,2020 Mercedes-Benz C-Class C 300,21386,Mercedes-Benz of Atlanta Northeast,4.8,1873,4.5,13,40681, Mojave Silver Metallic , Magma Gray , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
625,2020 Mercedes-Benz GLC 300 Base,20820,Mercedes-Benz of Atlanta Northeast,4.8,1873,4.8,35,45775, Black , Black , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
626,2019 Mercedes-Benz GLS 450 4MATIC,35623,Mercedes-Benz of Manchester,4.5,574,5.0,10,55989, Polar White , Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
627,2019 Mercedes-Benz GLS 450 Base 4MATIC,8270,"Mercedes-Benz Manhattan, Inc.",4.5,452,5.0,10,60897, Selenite Gray Metallic , Saddle Brown , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
628,2019 Mercedes-Benz GLS 450 Base 4MATIC,31714,Mercedes-Benz of Silver Spring,4.8,1645,5.0,10,59900, Obsidian Black Metallic , Porcelain / Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
629,2019 Mercedes-Benz CLA 250 Base,30820,Mercedes-Benz of Miami,4.6,1037,4.1,17,30995, Polar White , – , Front-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
630,2021 Mercedes-Benz GLB 250 Base 4MATIC,10653,Mercedes-Benz of Stevens Creek,4.7,1659,4.5,9,37927, Midnight Black , – , All-wheel Drive ,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
631,2020 Mercedes-Benz GLC 300 4MATIC Coupe,31083,Mercedes-Benz of Owings Mills,4.9,2113,4.8,35,56970, Graphite Gray Metallic , Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
632,2020 Mercedes-Benz GLE 350 Base 4MATIC,52283,Mercedes-Benz of South Charlotte,4.8,1215,4.3,75,55814, Black , Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
633,2017 Mercedes-Benz C-Class C 300,45290,Mercedes-Benz of Plano,4.6,1536,4.7,104,29750, Polar White , Black , Rear-wheel Drive ,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
634,2020 Mercedes-Benz GLE 350 Base,23930,Mercedes-Benz of Atlanta Northeast,4.8,1873,4.3,75,60958, Black , Black , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
635,2018 Mercedes-Benz C-Class C 300 4MATIC,41941,Mercedes-Benz of Naperville,4.7,649,4.8,66,30750, designo Cardinal Red Metallic , – , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
636,2020 Mercedes-Benz GLC 300 Base 4MATIC,16025,Motor Werks - Barrington Auto Mall,4.8,4870,4.8,35,45991, Graphite Gray Metallic , Cranberry Red , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
637,2021 Mercedes-Benz C-Class C 300 4MATIC,10180,Mercedes-Benz of Rochester,3.1,4,5.0,4,43397, Polar White , AMG Silk Beige , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
638,2020 Mercedes-Benz C-Class C 300 4MATIC,11442,Mercedes-Benz of Catonsville,4.2,417,4.5,13,44000, Black , – , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
639,2019 Mercedes-Benz GLC 300 Base 4MATIC,14720,Mercedes-Benz of San Jose,4.6,665,4.6,72,38474, Black , – , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
640,2021 Mercedes-Benz C-Class C 300,16135,Mercedes-Benz of Atlanta Northeast,4.8,1873,5.0,4,52886, Polar White , Black , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
641,2019 Mercedes-Benz GLS 450 Base 4MATIC,27814,Mercedes-Benz of Columbia,4.9,897,5.0,10,62988, Black , Espresso Brown , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
642,2020 Mercedes-Benz C-Class C 300 4MATIC,18644,Mercedes-Benz of Edison,4.9,3008,4.5,13,42995, Polar White , Silk Beige , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
643,2019 Mercedes-Benz AMG G 63 Base,22940,Mercedes Benz of Hoffman Estates,4.7,1112,4.9,7,192999, Graphite , Platinum White , All-wheel Drive ,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
644,2019 Mercedes-Benz GLC 300 Base 4MATIC,38634,Mercedes-Benz of Springfield,4.9,94,4.6,72,37490, Selenite Gray Metallic , Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
645,2018 Toyota RAV4 XLE,49457,Maita Toyota,4.6,4332,4.8,770,28999, Silver Sky Metallic , Ash , Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
646,2021 Toyota Tundra Limited,15183,Toyota of Bowie,4.5,478,4.9,32,54945, Midnight Black Metallic , Black , Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
647,2020 Toyota Corolla LE,44811,Roseville Toyota,4.5,3787,4.7,233,25988, Ice , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
648,2021 Toyota Corolla LE,36965,Peter Boulware Toyota,4.6,1239,4.8,74,23591, Black Sand Pearl , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
649,2020 Toyota RAV4 XLE,69884,Stevinson Toyota East,4.8,1573,4.7,166,31581, Silver Sky Metallic , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
650,2020 Toyota Corolla SE,24830,Westbury Toyota,4.7,2170,4.7,233,25888, Black Sand Pearl , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC
651,2021 Toyota Tacoma TRD Off Road,20229,Findlay Toyota,4.6,830,4.8,85,46988, Black , Black , Four-wheel Drive ,Gasoline ,6-Speed,3.5L V6 24V PDI DOHC
652,2020 Toyota Camry SE Nightshade,60792,Big Two Toyota of Chandler,4.0,339,4.8,142,32910, Celestial Silver Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
653,2020 Toyota RAV4 XLE,13770,Gettel Toyota,4.5,1496,4.7,166,33577, Silver Sky Metallic , Gray , All-wheel Drive ,Gasoline ,Automatic,Regular Unleaded I-4 2.5 L/152
654,2019 Toyota RAV4 LE,31137,Berge Toyota,4.8,961,4.6,443,31987, Magnetic Gray Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
655,2019 Toyota RAV4 LE,27876,Lipton Toyota,4.4,753,4.6,443,27827, Blue , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
656,2020 Toyota Camry SE,20393,Toyota Hyundai of Southern Maryland,4.7,639,4.8,142,31294, Super White , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
657,2021 Toyota Highlander XSE,13501,Carlson Toyota,4.6,566,4.9,93,51885, Midnight Black Metallic , Red , All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
658,2021 Toyota Corolla LE,21764,Larry H. Miller Toyota Peoria,4.7,2306,4.8,74,27495, Classic Silver Metallic , Light Gray , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
659,2019 Toyota RAV4 LE,33417,Toyota of Nashua,4.6,1347,4.6,443,29900, Silver Sky Metallic , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
660,2019 Toyota Mirai Base,25038,Toyota Sunnyvale,4.8,6582,2.5,3,20992, Crystal White , Ocean Blue , Front-wheel Drive ,Electric ,1-Speed Automatic,Electric
661,2022 Toyota Corolla LE,12904,North Park Toyota of San Antonio,4.8,1808,5.0,2,28981, Ruby Flare Pearl , Light Gray , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
662,2019 Toyota Corolla LE,40597,Toyota of Lincoln Park,4.2,380,4.8,167,19734, Black Sand Pearl , Almond , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
663,2020 Toyota Camry SE,42350,Serra Toyota,4.9,2968,4.8,142,29900, Midnight Black Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
664,2019 Toyota Camry LE,34787,Palm Beach Toyota,4.7,688,4.8,309,24594, Predawn Gray Mica , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
665,2018 Toyota RAV4 XLE,30884,Jim Ellis Toyota of McDonough,4.7,4515,4.8,770,29491, Galactic Aqua , Black , All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
666,2021 Toyota Corolla LE,18266,Big Two Toyota of Chandler,4.0,339,4.8,74,27975, Classic Silver Metallic , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
667,2021 Toyota Camry XSE,11285,Toyota of Brookfield,4.7,1664,4.8,69,36994, Wind Chill Pearl / Midnight Black Metallic , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
668,2021 Toyota Corolla LE,33223,Anderson Toyota,4.0,33,4.8,74,26929, Blueprint , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
669,2021 Toyota Corolla LE,11105,AutoNation Toyota Pinellas Park,4.6,2263,4.8,74,22985, Black Sand Pearl , – , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
670,2021 Toyota Highlander Limited,19235,Toyota of Greenville,4.8,962,4.9,93,47792, – , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
671,2019 Toyota Highlander XLE,10752,Toyota Direct,3.9,566,4.6,363,37500, Midnight Black Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
672,2021 Toyota Camry SE,17633,Hiland Toyota,4.9,1728,4.8,69,33975, Midnigh Black , Black , – ,Gasoline ,Automatic,Regular Unleaded I-4 2.5 L/152
673,2020 Toyota RAV4 XLE,64804,Toyota of Tampa Bay on Fletcher,4.8,3245,4.7,166,26673, Super White , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
674,2020 Toyota Tacoma TRD Sport,13425,Berge Toyota,4.8,961,4.7,123,46562, Magnetic Gray Metallic , Cement , Four-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC
675,2019 Toyota RAV4 Limited,15304,Fred Anderson Toyota of Asheville,4.0,382,4.6,443,38932, Ruby Flare Pearl , Nutmeg , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
676,2021 Toyota Corolla LE,34308,Desert Toyota,4.4,469,4.8,74,26999, Black , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
677,2020 Toyota RAV4 XLE,10742,AutoNation Toyota Tempe,4.6,2390,4.7,166,36475, Magnetic Gray Metallic , – , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
678,2020 Toyota Camry SE,15294,Wolfchase Toyota,4.4,294,4.8,142,32040, Black , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
679,2019 Toyota 4Runner Limited,59715,Rudy Luther Toyota,4.8,3399,4.8,189,43495, Midnight Black Metallic , Redwood , Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
680,2021 Toyota Camry SE,17775,Dublin Toyota,4.4,135,4.8,69,32788, White , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
681,2018 Toyota RAV4 XLE,44021,Camelback Toyota,4.3,788,4.8,770,27888, Silver , Ash , Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
682,2020 Toyota Camry LE,16188,Toyota Hyundai of Southern Maryland,4.7,639,4.8,142,32000, Galactic Aqua , Macadamia , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
683,2018 Toyota RAV4 XLE,46636,Luther Brookdale Toyota,4.8,2382,4.8,770,29795, Black Currant Metallic , Black , All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
684,2021 Toyota RAV4 LE,10953,Toyota of Tampa Bay on Fletcher,4.8,3245,4.8,102,29562, Ruby Flare Pearl , Ash , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
685,2021 Toyota Corolla LE,23023,Cavender Toyota,4.6,774,4.8,74,26891, CELESTITE , – , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
686,2019 Toyota 4Runner Limited,36348,Nalley Toyota of Roswell,4.5,1413,4.8,189,45991, Midnight Black Metallic , Black Graphite , Rear-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
687,2018 Toyota RAV4 Limited,13368,Maplewood Toyota,4.9,3954,4.8,770,37977, Ruby Flare Pearl , Ash , All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
688,2019 Toyota Corolla LE,43816,Oxmoor Toyota,4.5,602,4.8,167,21993, Slate Metallic , Almond , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
689,2021 Toyota Camry SE,126,Dublin Toyota,4.4,135,4.8,69,35788, White , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
690,2020 Toyota RAV4 XLE,65743,Dolan Toyota,4.6,1288,4.7,166,32777, Ice , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
691,2018 Toyota RAV4 LE,48075,Team One Toyota,3.3,19,4.8,770,24497, Super White , Black , Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
692,2021 Toyota RAV4 LE,12712,Nashville Toyota North,4.4,226,4.8,102,36389, Magnetic Gray Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
693,2019 Toyota Camry SE,18903,East Madison Toyota,4.7,1138,4.8,309,29722, Silver , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
694,2021 Toyota Highlander XLE,16650,Beaver Toyota Cumming,4.8,1197,4.9,93,48992, Moon Dust , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC
695,2019 Toyota RAV4 LE,22618,Heiser Toyota,4.7,4071,4.6,443,31988, Super White , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
696,2018 Toyota RAV4 XLE,20132,Roseville Toyota,4.5,3787,4.8,770,34999, Black Onyx , Black , Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
697,2021 Toyota Corolla LE,15027,Cavender Toyota,4.6,774,4.8,74,28891, CELESTITE , – , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
698,2019 Toyota 4Runner Limited,36003,Dublin Toyota,4.4,135,4.8,189,47998, – , – , Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
699,2018 Toyota RAV4 XLE,24164,Acton Toyota of Littleton,4.8,3682,4.8,770,29896, Galactic Aqua , Ash , All-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
700,2019 Toyota RAV4 LE,32215,Parkway Toyota of Boston,4.7,1105,4.6,443,28955, Super White , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
701,2020 Toyota Corolla SE,18523,Gateway Toyota,4.6,605,4.7,233,27614, Blizzard Pearl , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC
702,2021 Toyota RAV4 XLE Premium,17430,Peter Boulware Toyota,4.6,1239,4.8,102,38609, Magnetic Gray Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
703,2020 Toyota RAV4 LE,40778,Brent Brown Toyota,4.6,5669,4.7,166,32990, Silver , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
704,2020 Toyota Camry SE,11540,Passport Toyota,4.6,399,4.8,142,34214, White , Ash , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
705,2019 Toyota RAV4 LE,20000,AutoNation Toyota Tempe,4.6,2390,4.6,443,30475, Midnight Black Metallic , – , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
706,2019 Toyota RAV4 XLE,19933,Don Jacobs Toyota,4.8,2922,4.6,443,34510, Ruby Flare Pearl , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
707,2021 Toyota Camry SE,24087,Cavender Toyota,4.6,774,4.8,69,36891, Midnight Black , – , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
708,2020 Toyota Corolla SE,12159,AutoNation Toyota Las Vegas,4.6,2018,4.7,233,27668, Barcelona Red Metallic , – , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC
709,2018 Toyota RAV4 XLE,35942,Nalley Toyota Stonecrest,4.5,437,4.8,770,29750, Silver Sky Metallic , Ash , Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
710,2020 Toyota Camry SE,16092,Roseville Toyota,4.5,3787,4.8,142,32988, Ice , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
711,2021 Toyota Tundra SR5,39525,North Park Toyota of San Antonio,4.8,1808,4.9,32,44891, 39525 , Graphite , Rear-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
712,2020 Toyota RAV4 XLE,65900,Don McGill Toyota of Houston,4.4,962,4.7,166,31399, Magnetic Gray , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
713,2020 Toyota RAV4 LE,21864,Nashville Toyota North,4.4,226,4.7,166,34790, Super White , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
714,2019 Toyota RAV4 LE,16965,Tansky Sawmill Toyota,4.6,846,4.6,443,30947, Silver Sky Metallic , – , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
715,2019 Toyota RAV4 XLE,61286,Toyota of Merrillville,4.3,132,4.6,443,29988, Blue Flame , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
716,2019 Toyota RAV4 LE,48393,Stevinson Toyota West,4.9,5633,4.6,443,29740, Ruby Flare Pearl , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
717,2018 Toyota RAV4 XLE,64013,Camelback Toyota,4.3,788,4.8,770,27404, Red , Black , Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC
718,2019 Toyota RAV4 LE,23513,Right Toyota,4.6,1811,4.6,443,25999, Magnetic Gray Metallic , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
719,2018 Toyota RAV4 Hybrid XLE,45548,Toyota of Lake City,4.0,72,4.8,115,37000, Magnetic Gray Metallic , Black , All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid
720,2019 Toyota Tundra SR5,16982,Palm Beach Toyota,4.7,688,4.8,126,44998, Super White , Black , Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC
721,2020 Toyota Corolla SE,19204,Toyota of Massapequa,3.1,126,4.7,233,24431, White , Black , Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V PDI DOHC
722,2020 Toyota RAV4 XLE,64055,Fred Anderson Toyota of Asheville,4.0,382,4.7,166,31908, Super White , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
723,2020 Toyota RAV4 XLE,13822,Malloy Toyota,3.2,41,4.7,166,38797, Ruby Flare Pearl , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
724,2019 Toyota RAV4 XLE,44123,Toyota Direct,3.9,566,4.6,443,29500, Ruby Flare Pearl , Gray , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
725,2019 Toyota RAV4 LE,13385,Koons Tysons Toyota,4.4,1443,4.6,443,30000, Ruby Flare Pearl , Nutmeg , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
726,2021 Toyota Corolla LE,21437,Jones Used Cars,4.6,212,4.8,74,26998, Blue , – , Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC
727,2019 Toyota RAV4 XLE,20079,Nalley Toyota of Roswell,4.5,1413,4.6,443,35947, Super White , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
728,2021 Toyota Tacoma SR5,16461,Toyota of Plano,4.8,5519,4.8,85,40061, Super White , – , Rear-wheel Drive ,Gasoline ,6-Speed Automatic,2.7L I4 16V MPFI DOHC
729,2018 Toyota 4Runner Limited 4WD,55920,Longo Toyota of Prosper,4.9,824,4.8,253,41571, White , Black Graphite , Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC
730,2021 Toyota Camry SE,40248,Wolfchase Toyota,4.4,294,4.8,69,31051, Red , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
731,2020 Toyota Prius LE,47344,Toyota of Lincoln Park,4.2,380,4.7,18,26353, Red , Black , Front-wheel Drive ,Hybrid ,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid
732,2020 Toyota RAV4 LE,18835,DCH Freehold Toyota,4.8,2626,4.7,166,32483, Magnetic Gray Metallic , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
733,2021 Toyota RAV4 XLE,37160,Sheehy Toyota of Stafford,4.8,1431,4.8,102,32981, White , Ash , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
734,2021 Toyota RAV4 Limited,19641,Avondale Toyota,4.9,2311,4.8,102,45481, Magnetic Gray Metallic , – , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC
735,2020 Ford F-150 XLT,34824,LaFontaine Ford Lincoln,3.9,36,4.8,219,39015, Black , Black , Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo
736,2020 Ford Expedition Max Limited,72916,Maxwell Ford,4.3,1216,4.5,15,44188, Agate Black , Ebony , Rear-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo
737,2019 Ford Edge Titanium,36626,Larson Ford,4.9,1087,4.7,193,34621, Ruby Red , Ebony , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
738,2020 Ford Fusion Titanium,66125,Hennessy Ford Lincoln Atlanta,4.5,1346,4.8,70,24600, Iconic Silver Metallic , Ebony , All-wheel Drive ,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
739,2019 Ford EcoSport SE,34194,San Tan Ford,4.7,1938,4.5,106,21833, Lightning Blue , Medium Stone , Front-wheel Drive ,Gasoline ,6-Speed Automatic,1.0L I3 12V GDI DOHC Turbo
740,2020 Ford F-150 XLT,17779,Gene Messer Ford of Lubbock,4.4,758,4.8,219,48409, Stone Gray Metallic , Medium Earth Gray , Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo
741,2018 Ford Escape Titanium,26306,Luther North Country Ford Lincoln,4.8,3945,4.7,578,29995, Shadow Black , Charcoal Black , Four-wheel Drive ,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
742,2019 Ford F-250 Lariat,44818,Rochester Ford,4.6,284,4.5,100,53998, Black , Black , Four-wheel Drive ,E85 Flex Fuel ,6-Speed Automatic,6.2L V8 16V MPFI SOHC Flexible Fuel
743,2019 Ford Explorer XLT,33798,Bill Brown Ford,4.7,766,4.8,110,33999, Black , Ebony Black , Four-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC
744,2020 Ford Edge SEL,46155,Sam Pack's Five Star Ford Carrollton,4.8,2389,4.9,141,32000, Agate Black , Ebony , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
